# Per-file gists — the one-line description each READ AGENT returned for each file
# it opened. This is the evidence of reading (a wc/head pass cannot produce it);
# the fingerprints in ../coverage-ledger.tsv are the evidence of access.
# path	batch	gist
docs/anthropic-email-pack.md	b27	Owner-guidance living pack for the NEXT Anthropic feedback email: a paste-ready COPY block on agent self-knowledge gaps, plus supporting evidence (trigger ids, verbatim classifier denials) and a 'self-knowledge crib'.
docs/architecture.md	b27	Kit-generated `binding` architecture doc — but its layer summary still describes the seat-era repo (control/ as a live protocol heartbeat) and its layer table and Invariants section are unfilled template placeholders.
docs/audits/eap-project-audit-2026-07-14.md	b27	Dated (2026-07-14) 11-section owner-directed close-out audit of the fleet-manager seat: scale, tooling, walls, merge/scheduling friction, ceremony cost, self-fixes, top-5 pains with paste-ready Anthropic asks, and an honest-gaps ledger.
docs/capabilities.md	b27	Permanent MOVED pointer stub redirecting to docs/CAPABILITIES.md (target verified to exist); nine lines, no content.
docs/central-docs-plan.md	b27	Permanent MOVED pointer stub redirecting to docs/planning/2026-07-14-central-docs-plan.md (target verified to exist).
docs/collaboration-model.md	b27	Kit-generated `binding` owner/agent working model: act-vs-ask, the action-ask gate and OWNER-ACTION format, owner-assist output standard, friction→guard reflex, PL-register pointer, and a drift/staleness cadence that still names the retired control/ bus.
docs/conventions/adversarial-review.md	b27	Long `reference` doc (self-declared unratified proposal) for provenance-based adversarial review: the two question layers, the narrow gate and its vacuous-pass correction, the four-rung instrument ladder, the [survived]/[conceded]/[partial] format, and honest nulls.
docs/conventions/outbox-rollover.md	b27	`binding` convention for rolling append-only control/outbox.md files past 200,000 bytes into dated archives with mandatory pointer stubs — written for the seat-era ORDER/control bus, with sim-lab and idea-engine as first targets.
docs/conventions/owner-drive-folder.md	b27	`reference` recipe for reading the owner's link-shared Drive folder without the Drive API: embeddedfolderview listing + drive.usercontent download with confirm=t, plus the downscaling and public-disclosure caveats.
docs/conventions/reading-screen-recordings.md	b27	`reference`, measured 2026-08-06: Gemini samples video at 1 fps by default, so set videoMetadata fps:16 on Vertex; carries the frame-gap table, the coverage question to append to every prompt, the two silently-wrong displacement measurements, and honest nulls.
docs/conventions/reading-shared-ai-chats.md	b27	`reference`, verified 2026-08-03: how tools/read_shared_chat.py reads Gemini/ChatGPT share links — the three container fixes (local Chromium path, NSS CA import, --no-proxy-server), the hydration trap, and per-platform status.
docs/conventions/vertex-first-for-gemini.md	b27	`binding` owner directive (2026-08-05, corrected 08-06): two Gemini identities and three billing outcomes, the Deep Research exception, the Railway→SA→OAuth→Vertex route, grounding key name, billing-chain verification, and what is not readable from a session.
docs/current-state.md	b27	The living ledger and second file of the cold-orientation triad: a live-state header (purpose, operating era, work state, live mechanisms) followed by an explicitly preserved seat-era baseline, a long newest-first 'Recently shipped' log, and current/historical next-action sections.
docs/decisions.md	b27	Append-only [D-NNNN] decision ledger holding D-0001 and D-0011..D-0015 (Gemini paid-key spend, publish-by-default, intent-asks-ungated, the narrowed confidentiality rule, and the never-delete-a-trigger rule with its update_trigger amendment).
docs/dispatch-log.md	b28	Dated append-only log of every dispatch the manager seat made 2026-07-09 → 2026-07-14 (gen-1 baseline, gen-2 launch, night-review remediation, the 0235Z/0530Z/0633Z coordinator fan-outs and the EAP final-day closeout), including a pending-lane-writes ledger whose rows were later trued with their dispatched/merged/owner-gated outcomes.
docs/eap-audit-collection.md	b28	Tracking instrument for the 2026-07-14 EAP project-audit fan-out: a 14-row table (13 target repos + fleet-manager) recording per-repo audit + closeout-walkthrough landing, headline numbers and top ANTHROPIC asks, with dated sweep verdicts ending in a 13/13 TRUE-UP and an 'Update protocol' for later sweeps.
docs/eap-final-email-draft-2026-07-14.md	b28	The owner's paste-ready final EAP feedback email to Anthropic (COPY FROM HERE/TO HERE block, 7 ranked platform asks with provenance in HTML comments), plus an 11-row themed appendix table, a straggler-sweep section and the per-repo audit SHA sources.
docs/eap-final-night-worklists-2026-07-13.md	b28	ORDER 045 deliverable: per-seat worklists for the EAP's final night, built from a 7-worker SHA-cited read-only sweep of 12 repos — one section per lane with numbered items, why-tonight tags and Blocked lists, plus DARK dispositions and five cross-cutting findings.
docs/eap-final-recon-2026-07-14.md	b28	Record of the EAP final-day closeout: a one-row-per-lane table of heartbeat age, completable-today work, blockers, ORDER number, dispatch PR and live-verified terminal state (13/13 terminal), a DARK-seat disposition table, and findings (a)–(d) including the ORDER-grammar dash-prefix defect.
docs/eap-owner-checklist-2026-07-14.md	b28	A 53-row 'one sitting' owner action checklist (where · action · recommendation · verify) merged from the 13 repos' closeout-walkthrough §C sections and the then-current owner queue, with a post-sweep recount stating 6 done / 47 open and two remaining loose ends.
docs/eap-retrospective.md	b28	The fleet-review retrospective of the Claude Code Projects EAP: §1 likes, §2 dislikes (both quote-attributed to cited session cards/walls/retros), §3 a 16-item ranked list of platform features that would have helped, §4 the next-phase wishlist, and §5 honest gaps in the evidence.
docs/eap-story.md	b29	Cited narrative history of the Claude Code Projects EAP (2025-08 → 2026-07-14 close): per-day account of repo foundings, doctrine births, incidents, and a closing ledger of what was fixed vs. what stayed hard; Status `reference`, sourced to 19 pinned per-repo deep-review notes.
docs/evidence-index.md	b29	Machine-generated cross-repo index (Generation #430, 2026-08-06) mapping each lane to its heartbeat / current-state / latest session card / retro at a pinned HEAD, plus per-file EAP and kit-report rows and a retro-errata register.
docs/execution-surfaces.md	b29	Live capability comparison of Claude Code environments vs ChatGPT Work/Codex cloud — env vars, secrets, setup-script exports, network, GitHub access — with the four rows that change how a prompt must be written and measured strength/weakness notes for both surfaces.
docs/experiments/README.md	b29	Index of pre-registered fleet experiments (one row: the harness × model comparison) plus the standing seat-contamination and model-attribution caveats that apply to every cross-arm comparison.
docs/experiments/harness-x-model-2026-07-09.md	b29	Frozen pre-registration for a 3-pair × 2-harness (ultracode web session vs plain Project) experiment: hypothesis, design table, judging rubric, launch checklist, judging plan, and one append-only judge note about seat contamination.
docs/experiments/prompts/pair-fable.md	b29	PAIR-FABLE experiment package: the verbatim gba-play task spec, milestone ladder M1–M6 with a real-vs-fake emulator probe and parallel fake ladder, both arm wrappers, operator launch checklist, and 12 pre-launch fairness revisions.
docs/experiments/prompts/pair-opus.md	b29	PAIR-OPUS experiment package: the brandkit design-system-generator spec, milestone ladder M1–M7 with independently-recomputed WCAG/SVG verification, both arm wrappers, and 9 pre-launch fairness revisions.
docs/experiments/prompts/pair-sonnet.md	b29	PAIR-SONNET experiment package: the devlog-generator spec, milestone ladder M1–M6 with per-heuristic corruption probes and an M6 tie-breaker, both arm wrappers, operator checklist, and 10 pre-launch fairness revisions.
docs/experiments/tools/wcag-contrast-check.py	b29	27-line standalone Python script implementing the WCAG relative-luminance contrast ratio (sRGB linearization, 3/6-digit hex), pre-registered as the PAIR-OPUS judge's authoritative recomputation.
docs/fence-index.md	b29	Dated 2026-07-14 hand-probe snapshot of which fleet repos expose the three substrate-kit digest fences (skills/walls in seat-digest.md, capability-seed in CAPABILITIES.md), with a per-repo table, an INC-48 reading guide, and a curl re-probe recipe.
docs/findings/2026-07-22-pat-and-automode-capabilities.md	b29	Post-close capability finding: the App-vs-PAT access model, a table of GitHub operations tested with real HTTP codes over direct egress, the four distinct gates that each print 'denied', the idempotent-GET verification method, and a raw response-code appendix.
docs/findings/2026-08-04-generated-art-pipeline.md	b29	Finding that spider-swing's art consistency came from a committed pipeline (contract-freezing, one-asset-per-call, full-res despill + three-scale audit, chroma keying, collision-promise) rather than prompting skill; includes a measured correction that downscaling does not introduce chroma, and is the evidence behind [PL-013].
docs/findings/2026-08-05-foundation-continuation.md	b30	Read-path entry 2b: the certainty legend (MEASURED/OWNER/REASONED/...) plus a 2026-08-05 five-item revised order of work, the false-negative gap, the purpose-ledger salvage, and the bifurcate-checkers rule.
docs/findings/2026-08-05-gemini-delegation.md	b30	Measured record of free-tier Gemini whole-corpus delegation: token/quota numbers, the citation-verification contract, the 85%-coverage verifier threshold tuned on n=8, and the first groom-input run (22 ideas).
docs/findings/2026-08-05-gemini-url-accuracy-benchmark.md	b30	Ten-URL retrieval benchmark showing AI Studio url_context cannot fetch support.google.com while Vertex urlContext can; the standing rule is read urlRetrievalStatus/groundingChunks, not the prose.
docs/findings/2026-08-05-google-play-submission-requirements.md	b30	Play Store submission requirements for the spider-swing game, each with a self-fetched official URL and explicit NULL-unverified markers; the 12-testers/14-day gate and API-36 deadline set the schedule.
docs/findings/2026-08-05-handoff-fidelity-and-boot-path.md	b30	Forensic clause-by-clause comparison of an owner instruction against the handoff prompt it produced, tracing the one narrowed ask to a defect in the continuation-prompt skill, plus the intent review the miss cost.
docs/findings/2026-08-05-hud-telemetry-verification.md	b30	How a collision-detection question was solved by making the model read HUD distance numbers instead of judging pixels; produces the rule 'reading task not judging task' and 'quorum for presence, instrumentation for absence'.
docs/findings/2026-08-05-owner-calibration-three-sessions.md	b30	Evidence base for CAPABILITIES DISCOVERY RULE step 0: three sessions' independent counts of owner corrections, the calibration (not accuracy) argument, and the restated narrow boundary.
docs/findings/2026-08-05-playtest-discord-and-superbot-value.md	b30	Answer to an owner question on playtest-server design (Discord's own channel/role/Forum guidance) mapped against superbot/superbot-next subsystems; headline gap is cog routing built but never enforced; §6 recommendation carries an owner-override SUPERSEDED banner.
docs/findings/2026-08-05-superbot-next-live-audit.md	b30	Live-boot measurement of superbot-next (1,327 dispatch targets, 314 panels, 153 button-less), the CAPTURE-WORLD LITERAL convention, why 533/533 golden parity certified a broken bot, and a table of six claims this session got wrong.
docs/findings/2026-08-05-three-repo-state-audit.md	b30	Cross-repo state audit correcting the live-audit's 'photograph' diagnosis: superbot's help graph is a built system with a green reachability guard; superbot-next's help is computed but uncurated; five record corrections collected in §6.
docs/findings/2026-08-06-checker-classification.md	b30	Named in the boot file as entry 2b's follow-on: measures check --strict output as 87-90% advisory noise, classifies all 29 advisory sites deterministic/heuristic, and audits both repos' boot read paths.
docs/findings/2026-08-06-provenance-mechanism-measured.md	b30	Four controlled Gemini runs showing an unframed reviewer is an approval generator; refutes UserPromptSubmit on mechanical grounds, commits the owner-stand-in reviewer system prompt verbatim, and lands the 11-item failure corpus.
docs/findings/2026-08-07-curious-research-handover.md	b30	Records curious-research leaving the fleet to be handed to a person: what was removed (-41,399 lines), the un-wire-hooks-before-deleting ordering lesson, two reusable GitHub findings (Pages enablement, GITHUB_TOKEN auto-merge suppression), and that the registry entry is now wrong.
docs/findings/2026-08-07-what-the-substrate-caught.md	b30	One session's catches enumerated by instrument versus by owner, arguing the estate instruments execution but not judgement, and that four well-formed counting errors passed every checker.
docs/findings/2026-08-08-why-rules-dont-bind.md	b31	Owner-directed audit of one session's 16 distinct incidents (23 instances), the catcher table whose central row is '0 caught by documentation', and the four-class mechanism analysis (composed-not-transcribed, closed vocabularies, silence-as-success, momentum-over-evidence) that motivated the moment-of-action hook lane.
docs/findings/2026-08-09-eap-correspondence-record.md	b31	Gmail-derived record of the two EAP vendor threads — five messages each, four owner questions never answered, a 205-character reply, the owner's two outstanding promises to send a final review — plus four corrections to facts relayed through a handoff prompt; the missing input for program step E1.
docs/findings/2026-08-09-error-to-mechanism.md	b31	Scores thirteen fm #830 errors against 'was there a machine-decidable moment', ships change_guard.py's three checks (one of which failed against its own motivating cases), and self-corrects in §4b/4c on anchors versus text-matching for propagation.
docs/findings/2026-08-09-independent-guard-review.md	b31	Claim → command → verdict record of fm #835: re-attacks the seven substrate-kit defect claims, pins fleet-manager's 48-character negation cliff in check_no_false_walls.py and fixes it, and grows the trigger-guard suite from 52 to 69 assertions across three Codex review rounds.
docs/findings/2026-08-09-intent-map-replay.md	b31	The intent-map procedure walked over ten preserved owner asks by its own author — explicitly NOT the roadmap's prescribed fresh-agent test — tallying 0 clean catches, 1 partial, 1 correction-handled, 1 HIGH surfaced, 7 correct silences, with a §1.1 provenance caveat that none of the ten inputs is raw owner text.
docs/findings/2026-08-09-substrate-kit-defects.md	b31	The v1.21.0 release session's worklist: seven measured defects in vendored substrate-kit v1.20.2 (five new regressions, two long-standing, six of them inside the kit's own false-wall scanner), why none was patched locally, and the runnable tools/ab_kit_scan.py A/B harness.
docs/findings/2026-08-10-fleet-manager-cold-read.md	b31	fm #837's D2 truth pass: a ChatGPT Work session with an empty working directory failing the three-file acceptance test on the old front door, the repaired surface-neutral README → current-state → program route, the three-case era-banner rule, and the five baseline gate exits.
docs/findings/2026-08-10-fm835-verification.md	b31	fm #836's independent re-run of fm #835's claims on merged main, the monotonicity proof (and 88,923-line corpus measurement) that makes the _negation_lead clause-boundary fix safe, a 24-case battery against the unreviewed final commit, and the correction of docs/execution-surfaces.md's '5 hooks' to six.
docs/findings/README.md	b31	The findings-tree index — a `living-ledger` table with one descriptive row per committed research/observation record, still headed 'Index (2026-07-09, evening — succession set)'.
docs/findings/branch-recreation-census-2026-07-14.md	b31	Seat-era four-repo read-only census: 460/491 surviving claude/* branches sit at exactly their merged PR head SHA, with the two-tier mechanism (GitHub auto-delete skips app/bot merges; post-merge session pushes re-create refs) and the scheduled cron-sweep remedy dispatched as kit ORDER 023.
docs/findings/ci-tier-sim-2026-07-09.md	b31	Discrete-event simulation of four CI regimes across three repo classes (144 cells × 40 seeds) calibrated on 451 PRs / ~1250 runs, with damage tables, crossover points, stated limitations, and the recommendation that Tier-1 labs run the full suite per PR rather than smoke-only.
docs/findings/enabler-install-verification-2026-07-11.md	b31	Seat-era read-only per-lane check of which of 13 repos had auto-merge-enabler.yml on the default branch (3 of 13), with allow_auto_merge and required checks recorded as 'not measured' behind four verbatim-quoted walls, plus the live classifier self-merge denial on fm PR #68.
docs/findings/fable5-review-2026-07-09.md	b31	Fable-5's ultracode review of the whole seat-era fleet corpus: 30 adversarially confirmed findings over five dimensions (instructions, goals, feedback-synthesis, consistency, new ideas), eleven blueprint amendment PROPOSALS P1–P11, and a drift-fix list D1–D6 mostly left QUEUED.
docs/findings/fleet-economics-2026-07.md	b31	Pre-EAP-close per-lane activity ledger across 13 repos (566 merged PRs in window, 19,892 Actions runs, routine/wake state per repo) with every cost cell honestly nulled because CI minutes, tokens and dollars were not agent-visible.
docs/findings/gba-toolchain-proof-2026-07-09.md	b31	In-container proof that both game-lab tracks build — pokeemerald byte-identical retail ROM first try (1m20s full / 2.0s incremental) and Butano sprites in 17.5s via an unsigned community devkitARM mirror — plus a headless mGBA loop at ~290 fps and three standing caveats.
docs/findings/gpt-5-6-report-2026-07-09.md	b31	Dated live-web research distillation of the GPT-5.6 (Sol/Terra/Luna) launch — pricing, benchmarks, system-card and METR eval-gaming caution, ChatGPT Work features — concluding no fleet redesign is triggered but a Codex comparison arm is worth adding.
docs/findings/instruction-and-env-audit-2026-07-11.md	b32	Owner-directed 2026-07-11 cross-project audit of every seat's projects/<repo>/instructions.md and environments/ setup scripts: headline that 12 of 13 lane instruction files prescribe the classifier-walled self-merge path as PRIMARY, a PROPOSED corrected UNIVERSAL.md merge clause for the owner to land, instruction-drift fixes, and env-archetype consolidation recommendations R1–R6.
docs/findings/manifest-parallel-run-2026-07-11.md	b32	Parallel-run comparison of fleet-manager's roster generation #4 against superbot's docs/eap/fleet-manifest.md: per-lane discrepancy table showing the manifest ~33.5h stale with 5 live lanes missing and 9/10 rows wrong, plus a decide-and-flag recommendation to make docs/roster.md the canonical registry and stub the manifest.
docs/findings/merge-on-green-rollout-verification-2026-07-15.md	b32	Read-only 19-repo audit of the fleet's merge automation at main@HEAD on 2026-07-15 (13 PROVEN / 5 installer-PR-open / 1 missing), with a per-repo mechanism+evidence table, five cross-cutting gaps, and a ~17:0xZ addendum recording the owner's five installer merges that lifted coverage to 18/19.
docs/findings/model-matrix-2026-07.md	b32	ORDER-010 fleet model matrix: one row per repo mapping the (unknowable) claude.ai Project model setting against card-self-reported model families, documenting the websites cross-surface disagreement (Routines screen fable-5 vs card sonnet-5) and concluding per-session card self-report is the least-bad attribution basis.
docs/findings/night-review-2026-07-10.md	b32	The commissioned 26-question deep review of the gen-2 fleet's first fully-autonomous night (116 PRs / 10 repos / zero stuck): executive summary, full Q&A on outcomes/code-quality/doctrine/safety/kit/platform, the send-ready Anthropic email items, 12 ranked pre-scaling recommendations, a 'where we were lucky' list, an uncertainty register, and a post-review delta reconciling fm PR #20.
docs/findings/permission-rules-port-2026-07-11.md	b32	Short provenance record for .claude/settings.json (landed via PR #92): the 12 explicit mcp__github__* landing allows mirrored from superbot's settings at fae8bd0, the superbot grants deliberately NOT ported (bypassPermissions, bare server-wide allow, Bash lists, hooks), and an activation note.
docs/findings/ping-test-2026-07-09.md	b32	Fleet-wide PING dispatch experiment: write-half table of 9 inbox appends with dispatch→main latency (30s–14min by required-check weight), verbatim merge walls, two incidents, then the read-half ack sweep with a dated in-place correction of a false 'NO ACK' row and six conclusions about liveness and self-reported timestamps.
docs/findings/retro-synthesis-2026-07-09.md	b33	Status `reference` — the gen-1 fleet retro distillation: coverage table for all 10 lanes' self-/project-reviews, per-lane digests, 13 cross-patterns, 7 disagreements with spot-checks, a 40-row stall census, a deduplicated owner-action merge (A–G) and a model census; declared the primary input to docs/gen2-blueprint.md.
docs/findings/ui-visibility-2026-07-09.md	b33	Status `reference` — frame-by-frame analysis of two owner screen recordings testing 'everything looks dormant while the fleet is working'; verdict: session-list signals are good, project-level rollup is zero, 'Working' can be stale, so any fleet-visibility fix must live outside claude.ai's UI.
docs/findings/ultracode-verification-2026-07-10.md	b33	Status `reference` — adversarial-verification record re-deriving three 'ultracode'-class outputs (superbot #1911, fleet-manager #15, superbot #1913) against repos/GitHub/Gmail at HEAD; reproduces three verbatim verdict tables (20/17/20 claims each), a PR-disposition table and six owner flags.
docs/findings/venture-shortlist-2026-07-09.md	b33	Status `reference` — transcript analysis of a creator-monetization YouTube interview: timestamped revenue claims, validation tactics, the four build tactics the fleet lacked, a skeptic filter on the headline numbers, and a 5-item least-investment venture shortlist; declared the venture-lab opening corpus.
docs/fleet-account-2026-07-26.md	b33	Status `historical` — the owner-reviewed full read-back of the program (pre-history 2025-08 → post-close 07-26), the operating system it ran on, repo-by-repo terminal states for ~21 repos, money, live probes at 2026-07-26 ~19:00Z, six recorded contradictions, and seven owner-only forward questions; read-path entry 3.
docs/fleet-inconsistencies-2026-07-13.md	b33	Status `living-ledger` — 82 cross-repo inconsistency items (INC-01…INC-82) deduplicated from ~120 raw findings across a 19-repo review, organised in classes A–I with severity, both-sides citations and disposition lanes (fix-now-in-fm / ORDER-to-lane / owner-call); 17 rows struck as resolved 2026-07-14, plus dropped-items, verified-consistent, root-cause and honest-gaps sections.
docs/fleet-triage.md	b34	The seat-era keep/replace/archive/delete register for the 19-repo fleet (verdict rows dated 2026-07-11) plus ~40 dated read-only sweep notes appended 2026-07-13 → 2026-07-21, ending with the program-close entry; carries an explicit `historical` status banner at the top.
docs/gen2-blueprint.md	b34	The gen-2 'born-right' seed standard for launching new Project lanes — §1 seed-state checklist, §2 instruction-template deltas, §2a measured wake cadence, §2b CI-tier standard, §3 owner click list, §4 migration policy — still badged `binding` with a long 2026-07-09/10 amendment changelog.
docs/handoff-2026-07-09.md	b34	The 2026-07-09 manager-succession handoff (read order, one-line-per-lane fleet state, in-flight items, standing rules), explicitly stamped CLOSED OUT 2026-07-10 and redirected to current-truth docs.
docs/handoff-2026-07-10.md	b35	Seat-era manager-succession handoff: read order, gen-2 live state, in-flight freezes, PR-comment delivery SOP, and 'R1-R23 binding' standing rules.
docs/helper-policy.md	b35	Kit-generated binding helper-placement policy (4 rules); its one repo-specific section is still the unfilled template placeholder.
docs/idea-routing-2026-07-18.md	b35	Living-ledger routing table mapping eight sim-lab verdicts (A-H) to target lanes with first slices and verification, oversight-only and never pushed.
docs/ideas/README.md	b35	The idea backlog index: lifecycle stages, the YAML outcome-frontmatter contract, and every idea file linked by dated cohort.
docs/ideas/archive-ready-retro-gap-advisory-2026-07-11.md	b35	Captured idea: add a gen_roster.py advisory flagging ARCHIVE-READY lanes with zero retro notes.
docs/ideas/bot-analytics-lane-2026-07-09.md	b35	Captured owner idea: instrument the Discord bot for command-usage and retention analytics as committed reports.
docs/ideas/checker-contract-bank-2026-08-09.md	b35	Captured idea: a machine-readable semantic case bank for substrate-kit checkers, with the first banked over-exemption case from fm #836.
docs/ideas/derive-dont-state-counts-2026-08-10.md	b35	Captured idea for an advisory lint on tree-derivable counts frozen into prose, including its own honest false-positive argument against building it.
docs/ideas/design-system-lane-2026-07-09.md	b35	Captured owner idea: one shared visual kit (SVG/CSS/palette/type) PR'd into fleet consumers.
docs/ideas/devlog-building-in-public-2026-07-09.md	b35	Captured owner idea: a weekly devlog lane writing the fleet's story from its own git history, external publishing owner-gated.
docs/ideas/email-chief-of-staff-2026-07-09.md	b35	Captured owner idea: a daily Gmail triage routine that drafts but never sends.
docs/ideas/fleet-economics-ledger-2026-07-10.md	b35	Captured idea (Fable-5 finding F12): measure the fleet's own operating cost and re-derive wake cadence before the EAP free window closed 2026-07-14.
docs/ideas/fleet-security-auditor-2026-07-09.md	b35	Captured owner idea: a weekly cross-repo vulnerability/secret/dependency sweep reported as a committed brief.
docs/ideas/game-lab-2026-07-09.md	b35	Promoted idea: the two-track GBA game venture (private pokeemerald mod + public Butano homebrew), decided in founding 2026-07-09.
docs/ideas/gba-play-discord-2026-07-10.md	b35	Captured owner idea: play GBA games through Discord via headless mGBA + PIL frames + a button-row controller, with homebrew-public/commercial-private rails.
docs/ideas/lane-seeder-automation-2026-07-10.md	b35	Captured idea (Fable-5 finding F11): one dispatched run lands a lane's full blueprint seed state instead of hand-seeding each repo.
docs/ideas/mobile-lab-lane-2026-07-09.md	b35	Captured owner idea: a React Native + Expo lane with the owner as QR-code device tester.
docs/ideas/research-desk-release-watcher-2026-07-09.md	b35	Captured owner idea: a standing weekly research-brief lane plus a platform-change watcher.
docs/ideas/review-queue-drainer-2026-07-10.md	b35	Historical idea (Fable-5 finding F10), groomed to rejected-as-superseded 2026-08-09 because session-close now owns pre-merge Codex review.
docs/ideas/spend-instrument-model-2026-07-09.md	b35	Captured owner idea: capped autonomous purchasing via virtual cards and prepaid balances with receipts committed to the repo.
docs/ideas/superbot-production-watchdog-2026-07-09.md	b35	Captured owner idea: a routine-driven lane reading Railway production logs, writing incident docs and opening fix PRs.
docs/intent.md	b35	The durable why: purpose, success criteria, failure costs, the records-may-grow/instructions-may-not rule, non-goals, decision heuristics, and the Claude/ChatGPT/Gemini/Grok/Codex roster, provenance-tagged from the 2026-08-08 owner interview.
docs/launch-readiness-2026-07-10.md	b35	The 5-worker seat-era relaunch checklist: per-seat verdicts for 13 repos, OWNER-CLICK/AGENT-DOABLE/DECISION classification, a routing table and per-class totals (38 clicks, 11 decisions, 47 agent items).
docs/merge-queue-2026-07-09.md	b35	A point-in-time owner merge worksheet: 7 open PRs across the fleet with pre-chewed MERGE/SKIP dispositions verified at 2026-07-09T22:41Z.
docs/owner-actions-2026-07-17.md	b35	Fleet-wide owner action list for 2026-07-17: merges, ready-flips, five one-letter decisions, six veto menus and nine console items, annotated with what the owner actually executed that morning.
docs/owner-profile.md	b35	Live owner working-style record: attend-planning/delegate-execution presence model, the hedge-vs-assert calibration evidence, and the 2026-08-08 asking/interrupting/question-form rules.
docs/owner-queue-candidates.md	b36	Machine-generated staging feed of verbatim ⚑ needs-owner / OWNER-ACTION blocks extracted from 9 seat-era lane heartbeats (12 candidate blocks), frozen at Generation #430 (2026-08-06T14:57Z), from which the manager was supposed to curate docs/owner-queue.md.
docs/owner-queue.md	b36	The living deduplicated ledger of owner-only asks (read-path entry 4): two current fleet-manager decisions, an inherited cross-repo active block (Play Store chain, shiftlife, SBW trigger dupe, kit-wave remnants), lettered sections A–G, then a long dated Resolved/Closed/Parked archive back to 2026-07-09.
docs/owner-reflection-2026-07-21.md	b36	Read-path entry 0: the owner's own thesis (the wall is verification, not capability), the environment-not-model substrate insight, the 'real mind' direction with five standing instructions to future sessions, vendor-email guidance, and how he works — carrying a 2026-08-10 mixed-era banner separating the live thesis from the historical program account.
docs/owner-steps-2026-07-18.md	b36	A dated fleet-wide owner-step list re-sorted to the corrected agent-can-do-it doctrine, in three sections (done by agents / routed to hub chat / genuine owner-only: accounts, money, secret values, product decisions) plus a verified-done appendix — status `audit`, with no era banner.
docs/ownership.md	b36	Kit-generated `binding` ownership-model skeleton: one filled prose paragraph naming the owner/manager write split over control/ and docs/, an unfilled placeholder ownership table, and a new-areas rule routing owner actions to docs/owner-queue.md.
docs/planning/2026-07-12-repo-consolidation-plan.md	b36	Historical, banner-superseded seat-era consolidation plan (19→16 repos across 8 seats): delete-vs-archive gate, census↔PR#121 reconciliation matrix, seven Phase-1 migration ORDERs, Phase-2 one-letter owner decisions, Phase-3 archive clicks, cron-burn table, and a 2026-07-13 P1-7 coverage verdict.
docs/planning/2026-07-14-central-docs-plan.md	b37	2026-07-14 fleet-wide docs-centralization plan: 47 enumerated items in 5 classes (A doctrine / B capability ledgers / C registries / D EAP records / E templates) with MOVE/MIRROR/INDEX/CONFIRM actions, a target fm layout, Slice 0 + Phases 1-5, risks table and honest gaps — written entirely in the seat/ORDER/lane era.
docs/planning/2026-07-19-next-slices.md	b37	Three successive same-day idea grooms (07:26Z, 14Z, 20:15Z) harvesting the 💡 blocks of .sessions/ cards into ranked fm-seat checker slices, each ending in a 'Standing queue (mirrors the status.md baton)' with a NEXT SLICE marker.
docs/planning/2026-07-24-app-plan-life-admin.md	b37	Product plan for a 'Personal Operations Core' shipping ShiftLife (household shift calendar) first: free-forever core charter, Pro one-time purchase, architecture, phased roadmap with exit criteria, GTM, numbers, risks and a five-row owner decision table.
docs/planning/2026-07-26-ci-consolidation.md	b37	Companion CI plan measuring 97 workflow files / 397 Actions runs per 24h across 22 repos, classifying ~44% of the surface as agent merge plumbing, and proposing 3 uniform checks per active repo plus a delete/demote list, sequenced behind the repo archive step.
docs/planning/2026-07-26-consolidation-plan-v2.md	b37	Historical, superseded-same-day plan that reframed consolidation from repo count to 6 review surfaces, generalized shiftlife's plan-conformance.md into a per-repo 'contains vs claims' instrument, and sequenced review-and-fold V1–V6; carries its supersession banner.
docs/planning/2026-07-26-consolidation-program.md	b37	THE living-ledger working plan: OD-1..OD-14 owner directives, the 7-section target picture, four step tracks (D docs / W websites / R repos / C CI) with a single NOW pointer, the session protocol, open forks, and an append-only progress ledger running to 2026-08-10.
docs/planning/2026-07-26-final-eap-email-plan.md	b37	Writing-session plan for program step E1 (the standalone closing EAP review mail): the owner's stated requirements, verified correspondence facts, a priority-ordered source map, a seeded 13-item wish list plus good-parts block, the assembly method and the boundaries.
docs/planning/2026-07-26-fleet-consolidation-plan.md	b37	Historical v1 product-topology consolidation plan (22 → 9 repos) with the live GitHub census, the stranded-asset table, the seats-not-products diagnosis, the legal/release rails and workstreams W1–W7; carries its supersession banner pointing at v2.
docs/planning/2026-08-08-agent-operating-environment-roadmap.md	b38	Owner's 2026-08-08 three-phase architecture record (trustworthy retrieval → intent resolution → common operating protocol), with certainty tags, the intent-map schema, the promotion rule and four honest nulls.
docs/planning/2026-08-08-fleet-manager-as-index.md	b38	The owner-decided Layer 1 / Layer 2 restructure: fleet-manager as boot repo, one folder per repo, thread-block replacement, tiering (Tier 2 superseded in place), acceptance tests, and the measured Layer 1 gaps.
docs/planning/README.md	b38	Index table for docs/planning/ (12 rows, newest 2026-07-26) plus a provenance note on the two frozen superbot centralization seed docs.
docs/planning/gen2-launch-record-2026-07-10.md	b38	Dated record of the gen-2 fleet launch: 116 verified overnight merges per repo, launches/dispositions, the environment archetype map, the morning click-list and five verification contradictions.
docs/planning/idea-backlog.md	b38	Machine-generated table (stamped 2026-07-19T20:20:08Z) of 46 idea blocks harvested from 244 session cards with groomed/ungroomed status per idea.
