subject,source_repo,source_path,verification_point,certainty,canonical_owner,estate_role,disposition,transform_required,links_that_must_survive,blocker,verifier,contradicted_by,contradiction_resolution,refuted,stale_on_copy,only_source_is_hub_summary,certainty_overclaimed,fact,origin_lane,survives,killed_by,canonical_state_source
Owner queue -- the genuinely open decisions and actions,fleet-manager,docs/owner-queue.md,06dbbfe@2026-09-04; judge re-ran tools/gen_owner_index.py --check (exit 0) and wc -l = 2180 @2026-09-04,MEASURED,hub,owner/,distill,True,"the OQ- slug on every open entry (stable, content-derived; becomes the new per-file name) | each entry's evidence trail (PR links, VERIFIED-NEEDED notes, dated provenance quotes) | tools/gen_owner_index.py -- must be rewritten to read the per-file structure | docs/decisions.md D-0027 / D-0032",each entry needs classifying into decisions-needed (a question only he can answer) vs actions-needed (a click he must make) plus a status; the split is not mechanical from today's bullet grammar and no splitter tool exists -- only the read-side generator,"enumerator read owner-queue.md:1-120 and its section headers, re-executed gen_owner_index.oq_entries() and reproduced 69/35/2/1/31; judge re-ran tools/gen_owner_index.py --check -> 'owner/README.md is current'",,none,False,True,False,,"docs/owner-queue.md's live layer (§ Context, § Current owner decisions, § Inherited cross-repo owner asks) holds 69 deduplicated OQ- entries: 35 open, 2 partly answered, 1 held by the owner's own word, 31 closed, each open entry carrying its own WHAT/WHERE/WHY-IT-MATTERS/UNBLOCKS body. The owner has named this exact file as the shape he does not want carried forward, and both D-0032 ('one question per file') and the migration row (split into owner/decisions-needed/{open,answered}/ and owner/actions-needed/{open,done}/) target this split.",area:run1-four-areas,yes,,docs/current-state.md
Owner reflection -- the verification-wall thesis and the five-point standing instruction,fleet-manager,docs/owner-reflection-2026-07-21.md,06dbbfe@2026-09-04,OWNER,owner,owner/,distill,True,"the full reflection at its fleet-manager archive URL (linked, not mandated) | the five-point standing instruction, cross-referenced from the estate's live working-style doc | [D-0014]'s narrowing of the confidentiality clause","the destination recommended by kit-prerequisites-and-migration.md (evidence/owner-sittings/) is itself Status: plan, not a ratified decision -- the distilled standing instruction plausibly belongs in owner/ instead",enumerator read the file in full (256 lines) including its banner and cross-checked the five points against .claude/CLAUDE.md's live working-style section; judge re-read the migration row at kit-prerequisites-and-migration.md:56,,none,False,False,False,,"docs/owner-reflection-2026-07-21.md records the owner's core thesis ('the wall is verification, not capability'), the substrate insight, and a five-point standing instruction to future sessions (decide rather than default to asking; infer unstated intent; volunteer better methods; think one session ahead; always tell him exactly how things are) -- restated as current operating law in .claude/CLAUDE.md's working-style section. JUDGE CORRECTIONS: certainty REASONED -> OWNER (his own recorded words, read verbatim), canonical_owner hub -> owner, and disposition carry -> distill: the file is explicitly mixed-era by its own 2026-08-10 banner (live thesis plus historical vendor-email guidance plus dated open threads), and the owner's verbatim no-mixing principle forbids carrying that shape whole.",area:run1-four-areas,yes,,docs/current-state.md
Owner vocabulary for this repo,fleet-manager,docs/ESTATE.md,live-api@2026-09-04,UNVERIFIED,owner,owner/,archive_only,False,,no primary owner quote located to confirm the exact phrasing; refuter dropped it: no_primary_source,"grepped creator-kit README.md, CONSTITUTION.md, docs/decisions.md for these phrases — none found",,unresolved,True,False,True,,"'the creator kit' / 'the FreeCAD thing' — appear in fleet-manager's docs/ESTATE.md row as owner phrasing, but no primary source inside creator-kit itself (README, CONSTITUTION, decisions) carries these as direct quotes.",repo:menno420/creator-kit,no,refuted by an adversarial lens; certainty UNVERIFIED; only source is a hub document restating something with no primary,docs/current-state.md
Owner's own words on why this estate exists (the one answered worksheet),fleet-manager,owner/intent-workbooks/estate/why-this-estate-exists.md,sha@21b19be,OWNER,owner,owner/,carry,False,owner/intent-workbooks/HOW-TO-ANSWER.md,,read in full at owner/intent-workbooks/estate/why-this-estate-exists.md@21b19be; the OWNER: block and five inline (Owner reply 31-08-2026: …) markers are present verbatim,,none,False,False,False,,"The only worksheet carrying the owner's words. Verbatim 2026-08-31: the hub and its successor exist ""mainly ... as the main boot repo for my agents"" — a stable source of information plus a designed workflow of rules, hooks and skills, so that across many repos every agent understands the bigger picture from the required reading order; information about what he does, how he does it, and what agents can do in each environment must be discoverable from folder and file names alone. Agents must prevent repeated mistakes, not leave clutter, and leave the repos in better shape than they found them. Origin: the EAP Projects program created too many repos for /superbot to hold context for. If only three repos could remain: superbot (rebuilt fresh in a properly structured repo), spider-swing, websites. What he most wants built: slingy-spider released on the Play Store and App Store.",area:owner-workbooks,yes,,docs/current-state.md
Owner-gated resume/archive decision,fleet-manager,docs/planning/2026-08-22-repo-dispositions.md,live-api@2026-09-04 (repo state) cross-checked against 33d9064b376f657fd91e487c66ecb3e626ae3fb9,MEASURED-PRIOR,owner,owner/,carry,False,docs/planning/2026-08-22-repo-dispositions.md,owner must decide resume vs archive,"read 2026-08-22-repo-dispositions.md row; cross-checked repo has 0 commits and no open PRs since that doc's baseline, confirming nothing has resolved the decision",,none,False,False,False,,"OD-15 marks shiftlife not active (paused). Per 2026-08-22-repo-dispositions.md it is kept as the owner's call, not archived outright, because it is a half-built product for a real household need with a known-good (27/27-at-birth, since heavily mutation-tested) domain engine that makes resuming strictly cheaper than starting fresh — but only the owner can say whether he resumes or lets it go.",repo:menno420/shiftlife,yes,,docs/current-state.md
Owner-intent questions (2026-08-28) — still open,fleet-manager,docs/planning/2026-08-28-owner-intent-questions.md,"caa6cd2; header and owner-queue.md line 197 re-read at 7ccc88a, still no resolved marker",MEASURED,owner,owner/,carry,False,docs/findings/2026-08-28-owner-intent-elicitation.md,"none — belongs in owner/decisions-needed/open/ on day one, unmodified except for the outbound link rewrite",read docs/planning/2026-08-28-owner-intent-questions.md lines 1-14 and grep OQ-INTENT-WRITE-UP in docs/owner-queue.md at 7ccc88a,,none,False,False,False,,"Open-ended prompts written for the owner at his own request (""I would like your draft and some open ended questions first, which I can then use as guidance and inspiration to write down what I mean properly""), across four parts: the estate above any repo, a reusable per-repo set, specific per-repo questions, and how he wants to work. Tracked as OQ-INTENT-WRITE-UP in owner-queue.md line 197 with no resolution marker — genuinely unanswered owner attention.",area:planning,yes,,docs/current-state.md
The OWNER: marker convention — how the owner marks his own words,fleet-manager,owner/intent-workbooks/HOW-TO-ANSWER.md,sha@21b19be,MEASURED,hub,owner/,carry,False,owner/intent-workbooks/PROGRESS.md,,read HOW-TO-ANSWER.md in full and cross-checked the detection rules against tools/gen_workbook_progress.py's Detection docstring at 21b19be — the two literal forms and the negative control agree exactly,,none,False,False,False,,"An answer is anything after a literal `OWNER:` block on its own line, or an inline `(OWNER <date>: …)` / `(Owner reply <date>: …)` marker; both are matched case-insensitively, and a bare `OWNER:` line with nothing under it is explicitly NOT an answer (asserted as a negative control in the generator's main()). No order, no completeness, no formatting, no deleting the DERIVED/PROPOSED lines, no tools — plain Markdown editable on a phone. `OWNER` text may never be rewritten by an agent; `DERIVED` and `PROPOSED` may.",area:owner-workbooks,yes,,docs/current-state.md
The final EAP mail — the owner's owed send (step E1),fleet-manager,docs/planning/2026-08-24-final-eap-email-draft.md; docs/planning/2026-07-26-final-eap-email-plan.md,caa6cd2; draft header and program §3 NOW re-read at 7ccc88a,MEASURED,owner,owner/,distill,True,docs/prompts/2026-09-02-eap-mail-session.md | docs/planning/2026-08-24-final-eap-email-draft.md,status must be re-checked at seed time — if the mail is sent first this collapses to archive_only. The draft text itself stays in the archive; only the owed action seeds,read docs/planning/2026-08-24-final-eap-email-draft.md lines 1-12 and consolidation-program.md §3 at 7ccc88a; the 2026-07-26 plan file not opened this pass,,none,False,True,False,,"The closing review mail to program participants. Both parts are drafted in the working file and staged as a Gmail draft in the owner's own mailbox with no recipients; the owner rewrote Part 1 in his own words and ChatGPT Work reviewed it cold (fm #1017/#1019). What is left is his re-read, his one-word answers to the draft's §2, the recipients and the send. His reservation on the mail was lifted live 2026-08-24; nothing but he sends it.",area:planning,yes,,docs/current-state.md
"The intent-workbook trees are live owner attention, not archive",fleet-manager,"owner/intent-workbooks/ (agents/, estate/, folders/, products/, repositories/, successor/, you/)",sha@21b19be,MEASURED,hub,owner/,carry,False,owner/intent-workbooks/HOW-TO-ANSWER.md | owner/intent-workbooks.md,,"listed the seven subtrees and read owner/intent-workbooks.md, folders/README.md, successor/what-carries-over.md, successor/what-happens-to-fleet-manager.md, successor/naming-and-file-size.md at 21b19be — every unanswered page ends with a bare `OWNER:` template line",,none,False,False,False,,"owner/intent-workbooks/{agents,estate,folders,products,repositories,successor,you}/ is an in-flight owner exercise, not a finished record: each worksheet separates VERIFIED / DERIVED / PROPOSED agent text from an empty `OWNER:` block reserved for the owner's own words, and the collection was built (2026-08-31 / 2026-09-01) for a week the owner set aside with every AI subscription paused. The forms are the current ask; they must land in the successor's owner/ folder unanswered, with the empty OWNER blocks intact, because that is where the owner will write.",area:owner-workbooks,yes,,docs/current-state.md
"The owner's working style and how a session should ask, interrupt, and defer to his live word",fleet-manager,docs/owner-profile.md,14ea77e@2026-09-04,OWNER,owner,owner/,carry,True,docs/findings/2026-08-05-owner-calibration-three-sessions.md -> archive URL | docs/intent.md §6,"substantially duplicates docs/intent.md §6; the two want merging into one owner/ document at seed time, and the quotes must survive verbatim through that merge (D-0041)",enumerator read owner-profile.md in full @14ea77e,,none,False,False,False,,"owner-profile.md records the owner's working style (non-coder, plain language, decisions pre-chewed with a recommendation and a default), his presence model (attends planning, delegates execution once a method is locked in), how to ask (state back your interpretation, ask immediately but keep working, no target number of questions), and that his live word beats any written record. His own words, and durable.",area:run1-four-areas,yes,,docs/current-state.md
Two unanswered successor worksheets frame the migration itself,fleet-manager,owner/intent-workbooks/successor/what-carries-over.md; owner/intent-workbooks/successor/what-happens-to-fleet-manager.md,sha@21b19be,MEASURED,hub,owner/,carry,False,docs/decisions.md#d-0025,"still unanswered — carrying moves the open question forward for the owner to decide, it does not settle it here",read both files in full at 21b19be; both end with an empty `OWNER:` block,,none,False,False,False,,"successor/what-carries-over.md and successor/what-happens-to-fleet-manager.md are the open owner questions this whole seeding run is executing under, and neither is answered. Standing PROPOSED guidance only: default to NOT carrying something over, carrying across only what an agent must load to work correctly (the boot file, the intent records, the working method, the per-repo index, and the answered workbooks); and the cutover should put a redirect at the top of fleet-manager's boot file and README naming the successor and saying the tree is frozen, because the real risk is both repos staying half-alive.",area:owner-workbooks,yes,,docs/current-state.md
Owner north star for the tuning thread,spider-swing,docs/current-state.md,fc64a3fbb25ff8be21a7bbeceb1d5c8275d614f0@2026-09-04T00:00:00Z,OWNER,owner,owner/,carry,False,docs/product/player-preference-research-2026-08-02.md | docs/product/upgrade-and-difficulty-research-2026-08-02.md,none,claude,,none,False,False,False,,"Owner directive (2026-08-02, quoted verbatim in the repo's own ledger): ""tune core feel, difficulty and upgrade impact until excellent play can meaningfully reach 25 k+."" The game is still described as too difficult and too fast for that to feel achievable; unlock systems, expanded Campaign trees and deeper monetisation are deferred by directive until the core loop is right.",repo:menno420/spider-swing,yes,,docs/current-state.md
deploy safety rail,superbot,"docs/operations/ (runbooks, present in tree) + fleet-manager docs/repos/superbot/README.md",5e3a667b2a55bae98a7863dd66492f477dd19546@2026-09-04,MEASURED-PRIOR,owner,owner/,carry,False,https://github.com/menno420/superbot/tree/main/docs/operations,none,fleet-manager fm #878 review (prior); this audit confirmed docs/operations/ exists in tree,,none,False,False,True,,"Live production bot is deployed by Railway worker service `reliable-grace`; a Postgres-backed live service — the estate's hardest operating rail forbids stopping/scaling/disconnecting/deleting/reconfiguring it without explicit owner directive. Deploy is now watch-filtered ('disbot/**', requirements*, pyproject.toml, Procfile) so workflow/docs-only merges are deploy-safe (SKIPPED deploy verified on sb #2446).",repo:menno420/superbot,no,only source is a hub document restating something with no primary,docs/current-state.md (paired with docs/AGENT_ORIENTATION.md as the reading router; per-sector detail under docs/current-state/*.md)
The agent-operating-environment roadmap (2026-08-08),fleet-manager,docs/planning/2026-08-08-agent-operating-environment-roadmap.md,caa6cd2 (618 lines); header lines 1-20 re-read at 7ccc88a,OWNER,hub,plans/,distill,True,docs/planning/2026-08-30-fresh-start-redirect.md,"Phase 3 is still undesigned, so only Phases 1-2's landed/settled portions and the phase framing distil; Phase 3 seeds as a pointer. Phase 1/2 PR-number and status text is what goes stale — the distilled version states the intent, not the build log",read docs/planning/2026-08-08-agent-operating-environment-roadmap.md lines 1-20 at 7ccc88a; body not opened line-by-line (kit-prerequisites routing already settles the disposition),,none,False,True,False,,"Owner architecture review taken live 2026-08-08: three phases toward a provider-aware, model-portable agent operating method — Phase 1 retrieval+orientation (landed, fm #826), Phase 2 intent resolution (first slice fm #830; §4.8 producer fm #851 / blind scorer fm #852, PARTIAL 3/3), Phase 3 the common operating protocol (not started). Its own header tags §1 OWNER, Phase 1 MEASURED, Phase 2/3 mechanism REASONED. CLAUDE.md calls it the owner's current plan; its execution target was redirected 2026-08-30 to the fresh hub.",area:planning,yes,,docs/current-state.md
"The estate structure proposal — the decided tree, boot path, file rules and kit prerequisites",fleet-manager,docs/planning/2026-09-01-estate-structure-proposal/,caa6cd2 — four files confirmed present and README re-read at 7ccc88a,OWNER,hub,plans/,distill,True,docs/decisions.md | docs/findings/2026-09-01-owner-direction.md | docs/findings/2026-09-01-fleet-manager-measured.md,"its README still carries a live open-question ledger (A/B decided since, in docs/decisions.md; G — the automerger — still open). Copied whole it would re-import closed questions as open; the distilled version states the decided tree and cites decisions.md for the answers",read docs/planning/2026-09-01-estate-structure-proposal/README.md at 7ccc88a; enumerator read all four files at caa6cd2,,none,False,True,False,,"Owner-decided (2026-09-01, all six defaults A-F taken) design of the estate tree: the eleven role folders' second level, the six-file boot path with a token budget, nine checkable file rules, five door-test walks, K1-K8 substrate-kit prerequisites, the explicit carry/distill/archive table mapping every fleet-manager area to a destination, and the fifteen-moment failure-to-mechanism map (seven covered today). This is the design source the seed itself is built from.",area:planning,yes,,docs/current-state.md
The fresh-start redirect directive ([D-0025]),fleet-manager,docs/planning/2026-08-30-fresh-start-redirect.md,caa6cd2 (enumerator) — header and rationale re-read at 7ccc88a,OWNER,hub,plans/,distill,True,docs/decisions.md | docs/planning/2026-09-01-estate-structure-proposal/,"none — but the distilled version must drop this file's dated in-place measurements (80 docs/ entries, the 2-vs-7 audits count) and its Answered/open section, which its own text records as having gone stale within hours of a decision landing","read at docs/planning/2026-08-30-fresh-start-redirect.md, lines 1-40 at 7ccc88a; enumerator read whole at caa6cd2",,none,False,True,False,,"Owner directive, 2026-08-29/30 sitting: the estate rebuild's execution target becomes a fresh hub repository; fleet-manager becomes the read-only archive. Carries the hard-cutover reasoning (a fresh start breaks no inbound citation), the carry/distill/archive three-verb taxonomy, the outbound-relative-link rewrite obligation at seed time, the 30-day archive-flag rule and per-vendor instruction-file design. Still-binding plan input on seed day one.",area:planning,yes,,docs/current-state.md
The initiative-loop design ([D-0021]/[D-0022]),fleet-manager,docs/planning/2026-08-29-initiative-loop-design.md,caa6cd2,OWNER,hub,plans/,distill,True,docs/decisions.md,none; S1's harvester rewrite is the prerequisite before ideas/ can hold real data,enumerator read at docs/planning/2026-08-29-initiative-loop-design.md@caa6cd2; not re-opened this pass,,none,False,False,False,,"Owner-settled 2026-08-29 design for the end-of-session initiative mechanism: detectors, capped dispositions with a countable red, one queue (idea-backlog) with durable retirements; extended 2026-08-30 with the bullet-only idea marker in session-card grammar, the honest-null retire-don't-vote rule, and a 50-idea review-trigger cap. Slices S1-S4 are unbuilt, so this is the design behind the estate's ideas/ folder rather than a shipped mechanism.",area:planning,yes,,docs/current-state.md
Program step R6 (make the idea corpus browsable) is still open,idea-engine,docs/current-state.md,df6b027372b046678491e9ae306fc36cef61c01f@2026-09-04,MEASURED,hub,plans/,distill,True,fleet-manager docs/planning/2026-07-26-consolidation-program.md (R6 row),owner has not further scoped R6 beyond 'make it browsable',this session,,none,False,True,False,,current-state.md's own 2026-08-23 banner calls that session's fix only 'a first slice' of R6 ('surface the 566-file idea corpus so the owner can actually browse it'); fleet-manager's consolidation-program.md still lists R6 with no done-mark.,repo:menno420/idea-engine,yes,,"docs/current-state.md (living ledger, last edited 2026-08-23 — not docs/PROJECT-CLOSEOUT.md, whose ""current true state"" section is a frozen 2026-07-22 snapshot)"
Next step is program R2: graduate phone-controller to its own repository,product-forge,docs/repos/product-forge/README.md (fleet-manager); product-forge control/status.md:177 (cited),live-api@2026-09-04 for release history; docs/repos/product-forge/README.md dated 2026-08-20 for the keystore analysis (not independently re-verified this run beyond release-list corroboration),MEASURED-PRIOR,hub,plans/,carry,False,docs/repos/product-forge/README.md,keystore-relay decision needed before executing R2,"docs/repos/product-forge/README.md author, 2026-08-20; not independently re-run this session",,none,False,False,True,,"Not started. Sharp edge recorded: the app's stable release-signing keystore exists only as repo secrets PC_RELEASE_KEYSTORE_B64/PASSWORD, unreadable agent-side; three relay options recorded with a stated recommendation (generate a fresh keystore, rely on existing backup/restore) unless the owner objects.",repo:menno420/product-forge,no,only source is a hub document restating something with no primary,control/status.md
"The kit's live worklist lives in fleet-manager, not the kit",substrate-kit,docs/NEXT-TASKS.md,ff06fb902c6922272f2a338a3a60b528255d57e5@2026-09-04T00:00:00Z,MEASURED-PRIOR,hub,plans/,distill,True,docs/findings/2026-08-13-substrate-kit-v1210-followups.md | docs/NEXT-TASKS.md,none,"docs/findings/2026-08-28-kit-tree-truth-pass.md, re-checked this audit via commit diff (kit #587)",,none,False,True,False,,kit #587 (2026-08-28) superseded docs/NEXT-TASKS.md into a routed pointer at fleet-manager's docs/findings/2026-08-13-substrate-kit-v1210-followups.md — the kit itself does not carry its own current worklist.,repo:menno420/substrate-kit,yes,,control/status.md
successor direction,superbot,docs/ESTATE.md,"live-repo-tree@2026-09-04 (confirmed superbot repo itself has no game-community-bot planning material, consistent with plan living in fleet-manager not superbot)",REASONED,hub,plans/,archive_only,False,docs/planning/2026-08-21-game-community-bot/README.md,spider-bot repo not directly audited in this run; refuter dropped it: no_primary_source,"this audit cross-checked hub claim only, did not open spider-bot",,none,True,True,True,,"A clean game-community successor bot is the planned forward direction (spider-bot, per hub ESTATE.md, live since 2026-08-24); superbot-next is an architecture donor, not the deploy target; superbot itself stays untouched as oracle",repo:menno420/superbot,no,refuted by an adversarial lens; only source is a hub document restating something with no primary,docs/current-state.md (paired with docs/AGENT_ORIENTATION.md as the reading router; per-sector detail under docs/current-state/*.md)
Required status checks / kit adoption,couch-legend,docs/current-state.md; verified via rulesets API,live-api@2026-09-04,MEASURED,couch-legend,practices/,carry,False,,none; refuter dropped it: stale_on_copy,"GET /repos/menno420/couch-legend/rulesets/21117825 returned required_status_checks=[ci, substrate-gate], enforcement=active",,none,True,False,False,,"couch-legend is a substrate-kit adopter (v1.21.0 per fleet-manager record); main branch requires both `ci` and `substrate-gate` status checks, enforced via ruleset id 21117825 (enforcement=active).",repo:menno420/couch-legend,no,refuted by an adversarial lens; product truth (couch-legend) carried whole into the hub,docs/current-state.md
Claude Code vs ChatGPT Work/Codex execution-surface comparison and the prompt rules it implies,fleet-manager,docs/execution-surfaces.md,"14ea77e@2026-09-04, underlying facts dated 2026-08-03 per the file's own header",MEASURED-PRIOR,hub,practices/,distill,True,docs/intent.md §7 (agent roster) | docs/providers/README.md -> practices/providers/ | .claude/skills/prompt-preflight/SKILL.md -> the hub's rebuilt skill,the file's own header admits staleness risk and roughly half its 330 lines are dated incident updates; the 'no repo has an AGENTS.md' line is already false in this repo and must not be carried forward unchecked,enumerator read execution-surfaces.md in full @14ea77e; judge cross-checked the AGENTS.md claim against the root AGENTS.md present at HEAD,fleet-manager root AGENTS.md (exists since 2026-08-30) vs execution-surfaces.md's 'no repo in this account has an AGENTS.md',resolved: the AGENTS.md draft postdates the 2026-08-03 measurement; the surface fact is dated and must be re-measured at seed time,False,True,False,,"The surface-comparison table (env vars, secrets, setup scripts, network during the agent phase, GitHub access path, $GITHUB_PAT availability, delete_trigger behaviour) and the four rules that actually change a prompt (agent-phase network off by default on Codex; secrets vanish before the agent runs; setup-script exports don't survive into the Codex agent phase; no repo in this account has an AGENTS.md -- that last one already contradicted by fleet-manager's own root AGENTS.md draft of 2026-08-30) are estate-wide knowledge consumed by the prompt-writing skills.",area:run1-four-areas,yes,,docs/current-state.md
Cross-repo Q-number citation grammar,fleet-manager,docs/q-index.md,06dbbfe@2026-09-04,MEASURED,hub,practices/,distill,True,"the citation grammar itself (repo-qualified always; dotted sub-ruling form; link-and-grep, never anchor)","thin -- one paragraph, and it lives only inside a file being archived; it should fold into the same practices/conventions file as playbook R28 rather than becoming its own document",enumerator read docs/q-index.md § Citation grammar in full,,none,False,False,False,,"A short, still-followed convention -- always repo-qualify a cited Q-number (superbot:Q-0262, never bare); a numbered item inside a block is Q-0262.7; link the file and grep the ID rather than anchor into it -- stated once as a preamble inside the otherwise-unmaintained docs/q-index.md, and used silently by every doc in the estate that cites a Q-number. Sibling of playbook R28's repo-qualify rule for PR and issue numbers.",area:run1-four-areas,yes,,docs/current-state.md
"The Layer-2 per-repo entry-point contract (folder shape, thread-block convention, honest-coverage discipline)",fleet-manager,docs/repos/README.md,50c1b1e6effd2cd5ba0ae821889e511651cc67c5@2026-09-04T00:00:00Z,MEASURED,hub,practices/,distill,True,docs/repos/README.md | docs/planning/2026-08-08-fleet-manager-as-index.md | docs/ESTATE.md,,"read at docs/repos/README.md@50c1b1e6, full file (163 lines, not the 236 the enumerator reported)",,none,False,False,False,,"docs/repos/README.md defines a settled, owner-ratified contract for per-repo entry points: a folder is a handoff not documentation; it is canonical for nothing and every file states what it summarises, which document is canonical, and the date it was true; the earned file set is README.md + capabilities.md + records.md + working-here.md (current-state.md and goals.md deferred, owner 2026-08-08); it holds one dated block per active/paused/closed thread that a session replaces individually rather than rewriting the file; a built folder ships with its doc-route pair in the same PR; coverage is on-demand and blank rows mean 'not built', never 'nothing happening'; and maintenance is a session-close step with an explicit null, deliberately not a gate. This is the rule set the successor's repositories/ tier needs; the coverage table and per-folder build dates in the same file are dated provenance and stay archived.",area:repos-and-owner-comments,yes,,docs/current-state.md
"The acceptance-test method for a per-repo entry point (single-repo boot, the survey, the unprimed-reader falsification)",fleet-manager,docs/repos/ACCEPTANCE-TESTS.md,50c1b1e6effd2cd5ba0ae821889e511651cc67c5@2026-09-04T00:00:00Z,MEASURED,hub,practices/,distill,True,docs/repos/ACCEPTANCE-TESTS.md | docs/findings/2026-08-21-fleet-estate-review.md,,read at docs/repos/ACCEPTANCE-TESTS.md@50c1b1e6 (207 lines; §§ 1-4 and both re-run headers read directly),,none,False,True,False,,"docs/repos/ACCEPTANCE-TESTS.md defines re-runnable, owner-stated pass conditions for a repositories/<repo>/ folder: (1) a cold session told only 'this session is for <repo>' answers the pre-attach questions — objectives, capabilities, blockers, whether to attach at all — from the folder alone; (2) a session surveying all folders states each repo's current main point and next step; (3) the falsification that can actually fail — an unprimed fresh agent given only the folder makes the correct first move and correctly declines owner-gated items — plus the estate-scale form (fresh agents given only the front door and one owner-worded message, resolving through ESTATE.md). The method is durable and independent of any one repo. The specific run results (14/14, 6/6, 10/10, dated 2026-08-08 and 2026-08-21) are point-in-time provenance and stay archived.",area:repos-and-owner-comments,yes,,docs/current-state.md
"The capability-discovery method: THE DISCOVERY RULE, the owner's standing grant, never-document-a-limitation",fleet-manager,docs/CAPABILITIES.md,14ea77e@2026-09-04,MEASURED,hub,practices/,distill,True,tools/check_no_false_walls.py -> the hub's own checker | docs/findings/2026-08-05-owner-calibration-three-sessions.md -> archive URL,"the supporting snapshot is already stale (admin+push on 'all 20 repos'; ESTATE.md's MEASURED 2026-08-26 baseline is 28) while CAPABILITIES.md's header still cites it uncritically -- the distilled version must carry the rule and the grant, and re-measure the numbers",enumerator read CAPABILITIES.md:1-163 and CAPABILITIES-verified-2026-07-18.md in full @14ea77e,CAPABILITIES-verified-2026-07-18.md ('all 20 repos') vs docs/ESTATE.md's MEASURED 2026-08-26 count of 28,"resolved: the later explicitly re-measured count supersedes; the 20-repo figure is dated evidence, not a live fact",False,False,False,,"CAPABILITIES.md's THE DISCOVERY RULE (an owner statement about the estate is source truth to act on; check this file; check the environment; attempt once; append the finding same-session; re-verify stale entries), CAPABILITIES-verified-2026-07-18.md's owner grant ('there are NO owner-imposed limitations... merging PRs, deleting branches, changing settings -- all allowed and expected'), and the never-document-limitations rule (a wall is transient classifier state; tools/check_no_false_walls.py reds any PR that adds one) are the operating posture every session in this account needs from turn one.",area:run1-four-areas,yes,,docs/current-state.md
"The durable 'why' -- success criteria, failure costs, the growth rule, decision heuristics, the agent roster",fleet-manager,docs/intent.md,14ea77e@2026-09-04,OWNER,owner,practices/,distill,True,docs/execution-surfaces.md -> practices/ | docs/repos/README.md -> repositories/README.md | docs/planning/2026-08-08-fleet-manager-as-index.md -> archive URL,"the file's identity is fleet-manager-specific throughout (§1 names the repo; §8 answers questions about this repo's Layer-2 folder shape) and must be rewritten for the new hub; the OWNER-labelled quotes carry through verbatim, the DERIVED half is revisable",enumerator read intent.md in full @14ea77e,,none,False,False,False,,"intent.md records what 'working' means for the hub (a fresh session orients and takes a correct first action unsteered; the same mistake is never corrected twice; sessions stop asking what the repo already answers), the failure costs in the owner's stated order, the growth rule ('records may grow, instructions may not'), the heuristics for deciding without him, and the who-does-what roster across Claude / ChatGPT / Gemini / Grok / Codex -- each entry labelled OWNER or DERIVED from the 2026-08-08 intent interview.",area:run1-four-areas,yes,,docs/current-state.md
The estate's recurring execution-mistake register (nine TRAP entries),fleet-manager,docs/traps.md,14ea77e@2026-09-04; judge grep -c '^## TRAP-' = 9 @2026-09-04,MEASURED,hub,practices/,distill,True,.claude/hooks/route_docs.py -> the hub's own delivery mechanism (D-0038) | scripts/check_pipe_exit_code.py | .claude/hooks/codex_round_guard.py,"544 lines, most of it ORIGIN provenance (PR numbers, dated instances, route-debugging) that belongs archived; the delivery mechanism is fleet-manager infrastructure that must be rebuilt fresh per D-0038","enumerator read traps.md header, how-to-use, TRAP-001..004 in full and the coverage table @14ea77e; judge re-counted headings","docs/MAP.md:64 ('seven entries, six delivered')",resolved: judge's live count of 9 TRAP headings confirms traps.md; MAP.md is stale,False,True,False,,"traps.md's nine TRAP entries -- a dated document read as current state, an exit code read after a pipe, absence of evidence read as evidence of absence, a claim wider than its sample, the owner corrected from memory and was right, a card flipped before push, a card flipped while review is unanswered, a label read as its contents, a review loop with no exit condition -- are structured TRIGGER/WHY/REQUIRED-PREVENTION/VERIFY mistakes explicitly framed as the estate's, not fleet-manager's alone. Judge confirmed the count is nine at HEAD.",area:run1-four-areas,yes,,docs/current-state.md
"The integration protocol for owner answers: quote verbatim, do not synthesize",fleet-manager,owner/intent-workbooks/WHEN-I-AM-BACK.md,sha@21b19be,MEASURED,hub,practices/,distill,True,owner/intent-workbooks/HOW-TO-ANSWER.md,,read WHEN-I-AM-BACK.md at 21b19be — the five-step paste-ready prompt and the 'verbatim owner evidence until an explicit synthesis pass' rule are both present,,none,False,True,False,,"The durable rule inside WHEN-I-AM-BACK.md: a session finding new owner answers reads only the worksheets marked answered, quotes the owner's words forward verbatim (never paraphrase, tidy, translate or merge), reports what each answer CONTRADICTS in the current records, proposes a canonical home but does not move anything yet, and fixes the DERIVED/PROPOSED lines the answer makes wrong. Completed workbooks stay verbatim owner evidence until an explicit later synthesis pass.",area:owner-workbooks,yes,,docs/current-state.md
